ID;Maker; Genmodel; Genmodel_ID;Adv_year;Adv_month;Color;Reg_year;Bodytype;Runned_Miles;Engin_size;Gearbox;Fuel_type;Price;Seat_num;Door_num;issue;issue_id;Adv_day;breakdown_date;repair_complexity;repair_cost;repair_hours;repair_date;value
38194;Citroen;Berlingo;18_2;2018;5;Grey;2013.0;Combi Van;69000;1.6L;Manual;Diesel;7548.0;5.0;6.0;Electrical Issue;2;23;2018-05-23;2;35.096000000000004;1.0;2018-05-23;7175.400099466675
26859;Chrysler;300C;17_1;2018;4;Black;2008.0;Saloon;93000;3.0L;Automatic;Diesel;5450.0;5.0;4.0;Brake Pads Worn;0;13;2018-04-13;3;122.725;6.0;2018-04-14;5182.854466186794
26654;Ford;Fiesta;29_13;2018;5;Red;2005.0;Hatchback;50000;2.0L;Manual;Petrol;2895.0;5.0;3.0;Gear Box Issue;0;1;2018-05-01;1;373.2794985995832;231.2677266240728;2018-05-28;2750.698493874843
51068;Citroen;C3;18_8;2018;6;White;2017.0;Hatchback;6812;1.2L;Manual;Petrol;9995.0;5.0;5.0;Transmission Issue;3;3;2018-06-03;2;409.955;16.0;2018-06-07;9488.044672778138
18056;Dacia;Duster;22_1;2018;8;White;2013.0;SUV;105065;1.5L;Manual;Diesel;5150.0;5.0;5.0;Sensor Malfunction;0;28;2018-08-28;1;317.5;3.0;2018-08-28;4894.235651061971
44309;Bentley;Continental;10_5;2017;10;Black;2009.0;Coupe;42853;6.0L;Automatic;Petrol;41970.0;4.0;2.0;Excessive Emissions;0;7;2017-10-07;3;97.773;3.0;2017-10-07;39868.405353105576
5002;Fiat;500;28_2;2018;8;Blue;2013.0;Hatchback;30409;1.2L;Manual;Petrol;5480.0;4.0;3.0;Steering Wheel Shaking;0;8;2018-08-08;1;25.48;1.0;2018-08-08;5197.2436492310935
39314;Fiat;500;28_2;2018;4;Silver;2009.0;Hatchback;95976;1.2L;Manual;Petrol;2595.0;4.0;3.0;Excessive Emissions;0;14;2018-04-14;1;22.3355;1.0;2018-04-14;2459.341644035221
33823;Ford;Mondeo;29_27;2018;3;Silver;2011.0;Estate;110000;2.0L;Manual;Diesel;3395.0;5.0;5.0;Engine Issue;4;17;2018-03-17;1;-1661.1194506698791;10.0;2018-03-19;3217.162278300073
22902;Ford;Focus;29_14;2021;6;Red;2019.0;Estate;7000;1.0L;Automatic;Petrol;16700.0;5.0;5.0;Gear Box Issue;0;28;2021-06-28;1;207.0;2.0;2021-06-28;15849.69495128446
10128;Ford;Fiesta;29_13;2018;5;Red;2014.0;Hatchback;50000;1.25L;Manual;Petrol;5695.0;5.0;5.0;Excessive Emissions;0;4;2018-05-04;1;25.1255;1.0;2018-05-04;5406.089206911209
27475;Ford;Kuga;29_25;2018;8;Black;2015.0;SUV;17447;2.0L;Manual;Diesel;12000.0;5.0;5.0;Alternator Failing;0;11;2018-08-11;1;280.0;2.0;2018-08-11;11404.368846675045
4647;Chevrolet;Captiva;16_5;2018;8;Silver;2011.0;SUV;84000;2.4L;Manual;Petrol;2295.0;5.0;5.0;Radiator Leaking;0;2;2018-08-02;1;85.9;2.0;2018-08-02;2186.634549179241
49526;Ford;Fiesta;29_13;2021;4;Yellow;2019.0;Hatchback;14737;1.0L;Manual;Petrol;12833.0;5.0;5.0;Brake Pads Worn;0;7;2021-04-07;1;46.4165;2.0;2021-04-07;12190.905766388072
14564;Honda;Civic;34_2;2018;5;Black;2012.0;Hatchback;37000;1.8L;Manual;Petrol;6250.0;5.0;5.0;Excessive Emissions;0;16;2018-05-16;1;25.625;1.0;2018-05-16;5945.352085355398
45778;Honda;Jazz;34_11;2018;7;Black;2006.0;Hatchback;45000;1.4L;Manual;Petrol;2980.0;5.0;5.0;Excessive Emissions;0;4;2018-07-04;1;-22.682;1.0;2018-07-04;2831.293254226883
45280;Dacia;Sandero Stepway;22_4;2018;7;Black;2015.0;Hatchback;66016;1.5L;Manual;Diesel;6000.0;5.0;5.0;Excessive Emissions;0;13;2018-07-13;1;25.4;1.0;2018-07-13;5704.601461181598
35918;Citroen;Grand C4 Picasso;18_24;2018;7;Blue;2015.0;MPV;27761;1.6L;Automatic;Diesel;13000.0;5.0;5.0;Gear Box Issue;0;10;2018-07-10;2;210.0;4.0;2018-07-11;12351.997660941135
36416;Citroen;C4;18_12;2018;7;Black;2017.0;Hatchback;2502;1.6L;Manual;Diesel;10298.0;5.0;5.0;Windscreen Crack;0;19;2018-07-19;2;46.1788;2.0;2018-07-19;9781.197130233006
18475;Chrysler;PT Cruiser;17_7;2018;4;Silver;2007.0;Hatchback;92000;2.4L;Manual;Petrol;1495.0;5.0;5.0;Warning Light;0;13;2018-04-13;3;554.95;27.0;2018-04-19;1427.9022493258162
35403;Citroen;DS3;21_1;2018;4;Blue;2014.0;Hatchback;26406;1.6L;Manual;Diesel;7800.0;5.0;3.0;Warning Light;0;4;2018-04-04;2;438.0;18.0;2018-04-08;7405.520382118389
53154;Citroen;DS3;21_1;2018;8;Yellow;2013.0;Hatchback;54000;1.6L;Manual;Diesel;5990.0;4.0;3.0;Alternator Failing;0;4;2018-08-04;2;199.8;4.0;2018-08-05;5690.555699054718
39630;Ford;Focus;29_14;2018;6;Grey;2017.0;Hatchback;13050;1.0L;Manual;Petrol;12699.0;5.0;5.0;Transmission Issue;2;2;2018-06-02;1;669.8496534138585;488.3849841918443;2018-06-04;12066.687636736711
35325;DS;3;21_1;2018;4;Purple;2015.0;Hatchback;25817;1.2L;Manual;Petrol;8856.0;5.0;3.0;Starter Motor Issue;0;10;2018-04-10;2;208.56;6.0;2018-04-11;8409.052179672586
31454;Ford;Kuga;29_25;2018;7;Silver;2011.0;SUV;86527;2.0L;Manual;Diesel;6790.0;5.0;5.0;Excessive Emissions;0;2;2018-07-02;1;26.111;1.0;2018-07-02;6446.388635010867
28708;Ford;Ka;29_23;2018;5;Silver;2009.0;Hatchback;89901;1.2L;Manual;Petrol;2489.0;4.0;3.0;  Brake Pads Worn  ;0;1;2018-05-01;1;41.2445;2.0;2018-05-01;2368.58186913715
47697;Dacia;Duster;22_1;2021;5;Blue;2019.0;SUV;9171;1.6L;Manual;Petrol;13490.0;5.0;5.0;Starter Motor Issue;0;28;2021-05-28;1;194.9;3.0;2021-05-28;12812.982943633877
38428;Ford;Ranger;29_30;2018;6;White;2013.0;Pickup;73500;2.2L;Manual;Diesel;10188.0;4.0;4.0;Flat Tyres;0;9;2018-06-09;1;23.0564;1.0;2018-06-09;9680.146422339383
37415;Fiat;500;28_2;2018;8;White;2010.0;Hatchback;39000;1.4L;Manual;Petrol;3990.0;4.0;3.0;Engine Issue;3;23;2018-08-23;1;639.0;12.0;2018-08-26;3796.736234182632
37982;Honda;CR-V;34_3;2018;5;Silver;2005.0;SUV;-17737;2.0L;Manual;Petrol;2690.0;5.0;5.0;Gear Box Issue;0;7;2018-05-07;1;288.7185628061172;2.0;2018-05-07;2550.462213582221
28967;Ford;Mondeo;29_27;2018;4;Silver;2008.0;Hatchback;47000;2.0L;Automatic;Diesel;3700.0;5.0;5.0;Engine Issue;3;6;2018-04-06;1;-610.0;12.0;2018-04-09;3511.764603958768
35556;Ford;Ranger;29_30;2018;8;White;2016.0;Pickup;16000;999.0L;Manual;Diesel;18995.0;5.0;4.0;Radiator Leaking;0;16;2018-08-16;1;419.9;2.0;2018-08-16;18046.862352941545
40995;Ford;Mondeo;29_27;2018;4;Silver;2015.0;Hatchback;35787;2.0L;Manual;Diesel;13000.0;5.0;5.0;Transmission Issue;3;26;2018-04-26;1;277.0;8.0;2018-04-28;12350.625204222511
26284;Ford;Ka;29_23;2018;5;Gelb;2004.0;Hatchback;62022;1.3L;Manual;Petrol;549.0;4.0;3.0;Starter Motor Issue;0;7;2018-05-07;1;65.49;3.0;2018-05-07;521.1766371090276
36096;Citroen;Grand C4 Picasso;18_24;2017;10;White;2017.0;MPV;7212;1.6L;Manual;Diesel;15427.0;5.0;5.0;Starter Motor Issue;0;24;2017-10-24;2;274.27;6.0;2017-10-25;14649.351053032226
6917;Fiat;500L;28_4;2018;5;Red;2014.0;MPV;58095;1.6L;Manual;Diesel;7000.0;5.0;5.0;Engine Issue;1;12;2018-05-12;1;-9332.47495914074;8.0;2018-05-14;6645.26303741116
48540;Fiat;Panda;28_18;2018;5;Grey;2006.0;Hatchback;98000;1.2L;Manual;Petrol;985.0;4.0;5.0;Electrical Issue;1;9;2018-05-09;1;40.985;2.0;2018-05-09;938.7695039454484
24294;Citroen;Xsara Picasso;18_30;2018;5;Red;2007.0;MPV;75000;1.6L;Manual;Petrol;1250.0;5.0;5.0;Flat Tyres;0;4;2018-05-04;2;40.375;2.0;2018-05-04;1190.817873708056
50577;Ford;Ka;29_23;2018;5;Gelb;2007.0;Hatchback;92000;1.3L;Manual;Petrol;999.0;5.0;3.0;Transmission Issue;2;12;2018-05-12;1;66.993;3.0;2018-05-12;948.266845196082
1257;Ford;Ka;29_23;2018;7;Black;2011.0;Hatchback;82000;1.2L;Manual;Petrol;2995.0;4.0;3.0;Radiator Leaking;0;2;2018-07-02;1;99.9;2.0;2018-07-02;2839.743464823296
26644;Ford;EcoSport;29_4;2021;5;Red;2019.0;SUV;10550;1.0L;Manual;Petrol;14295.0;5.0;5.0;Tyre Alignment;0;17;2021-05-17;1;11.4295;0.5;2021-05-17;13579.419878321409
35345;Ford;Fiesta;29_13;2018;8;Black;2008.0;Hatchback;105000;1.25L;Manual;Petrol;1495.0;5.0;3.0;Steering Wheel Shaking;0;28;2018-08-28;1;21.495;1.0;2018-08-28;1417.4524951310025
11440;Fiat;500;28_2;2018;5;Red;2013.0;Hatchback;11877;1.2L;Manual;Petrol;5250.0;4.0;3.0;Tyre Alignment;0;2;2018-05-02;1;51.56279526387844;0.5;2018-05-02;4983.288873464078
30408;Citroen;DS3;21_1;2018;5;Blue;2015.0;Hatchback;22473;1.6L;Manual;Diesel;8000.0;5.0;3.0;Sensor Malfunction;0;23;2018-05-23;2;2286.5859765817154;6.0;2018-05-24;7599.730466723086
36924;Honda;Civic;34_2;2018;5;Green;2001.0;Hatchback;113000;1.6L;Manual;Petrol;790.0;5.0;5.0;Transmission Issue;1;22;2018-05-22;1;82.37;4.0;2018-05-23;755.2421400419585
53040;Ford;Fiesta;29_13;2021;4;Black;2019.0;Hatchback;22600;1.0L;Manual;Petrol;9795.0;5.0;5.0;Tyre Alignment;0;12;2021-04-12;1;10.9795;0.5;2021-04-12;9301.403795353554
35553;Chevrolet;Orlando;16_13;2018;8;Grey;2011.0;MPV;89613;2.0L;Manual;Diesel;5495.0;7.0;5.0;Radiator Leaking;0;28;2018-08-28;1;149.9;2.0;2018-08-28;5234.302673271168
53659;Citroen;Grand C4 Picasso;18_24;2018;8;Grey;2009.0;MPV;73000;1.6L;Automatic;Diesel;3790.0;7.0;5.0;Tyre Alignment;0;1;2018-08-01;2;20.379;1.0;2018-08-01;3588.2189464964345
34134;Ford;EcoSport;29_4;2021;5;Blue;2019.0;SUV;22803;1.0L;Automatic;Petrol;14450.0;5.0;5.0;    Transmission Issue    ;3;26;2021-05-26;1;1718.7820507268375;8.0;2021-05-28;13732.537232277473
24136;Ford;Focus;29_14;2018;7;Black;2005.0;Hatchback;149854;1.6L;Manual;Petrol;675.0;5.0;3.0;   Windscreen Crack   ;0;22;2018-07-22;1;20.405;1.0;2018-07-22;647.131636526233
20394;Ford;Fiesta;29_13;2018;9;Grey;2010.0;Hatchback;36456;1.4L;Manual;Diesel;4995.0;5.0;5.0;Radiator Leaking;0;16;2018-09-16;1;139.9;2.0;2018-09-16;4739.228268020742
41686;Dacia;Duster;22_1;2021;3;Red;2019.0;SUV;0;1.0L;Manual;Petrol;17029.0;5.0;5.0;Engine Issue;4;4;2021-03-04;1;1051.45;10.0;2021-03-06;16170.626613373552
8506;Ford;S-Max;29_31;2018;8;White;2016.0;MPV;5374;2.0L;Manual;still_Diesel_but_you_found_an_easteregg;18990.0;7.0;5.0;Gear Box Issue;0;13;2018-08-13;1;229.9;2.0;2018-08-13;18036.584494160503
16583;Honda;Civic;34_2;2018;5;Red;2010.0;Hatchback;80000;1.4L;Manual;Petrol;3990.0;5.0;3.0;Windscreen Crack;0;2;2018-05-02;1;-22.394;1.0;2018-05-02;3797.2569224872495
11964;Citroen;Grand C4 Picasso;18_24;2018;8;Blue;2013.0;MPV;74958;2.0L;Manual;Diesel;8995.0;7.0;5.0;Alternator Failing;0;21;2018-08-21;2;259.9;4.0;2018-08-22;8545.862454718952
145;Ford;Mondeo;29_27;2018;5;Grey;2008.0;Hatchback;161000;2.0L;Manual;Diesel;1250.0;5.0;5.0;Windscreen Crack;0;12;2018-05-12;1;20.75;1.0;2018-05-12;1190.3903415135787
28619;Ford;Streetka;29_32;2018;5;Green;2003.0;Convertible;35000;1.6L;Manual;Petrol;1350.0;2.0;2.0;Tyre Alignment;0;27;2018-05-27;1;10.135;0.5;2018-05-27;1281.808638056241
48050;Ford;Ka;29_23;2018;7;Green;2005.0;Hatchback;57439;1.3L;Manual;Petrol;300.0;4.0;3.0;Sensor Malfunction;0;3;2018-07-03;1;75.0;3.0;2018-07-03;288.7233918084858
39602;Ferrari;California;27_13;2018;7;Gelb;2015.0;Convertible;17700;3.9L;Automatic;Petrol;123900.0;4.0;2.0;Sensor Malfunction;0;10;2018-07-10;3;6375.0;9.0;2018-07-12;117713.09086994408
9900;Citroen;Grand C4 Picasso;18_24;2018;8;Red;2011.0;MPV;70000;1.6L;Automatic;Diesel;4495.0;7.0;5.0;Flat Tyres;0;19;2018-08-19;2;41.3485;2.0;2018-08-19;4267.223122213114
20982;Honda;Jazz;34_11;2018;5;Black;2005.0;Hatchback;70000;1.4L;Automatic;Petrol;2890.0;5.0;5.0;Brake Pads Worn;0;1;2018-05-01;1;-41.445;2.0;2018-05-01;2753.10058169636
20112;Fiat;Grande Punto;28_15;2017;12;Black;2006.0;Hatchback;79000;1.2L;Manual;Petrol;1445.0;5.0;3.0;Windscreen Crack;0;23;2017-12-23;1;20.867;1.0;2017-12-23;1372.284280173243
45384;Ford;Galaxy;29_19;2018;4;Black;2014.0;MPV;136000;2.0L;Automatic;Diesel;5895.0;7.0;5.0;Electrical Issue;3;1;2018-04-01;1;49.475;1.0;2018-04-01;5604.356741514854
45978;Ford;Kuga;29_25;2018;8;White;2014.0;SUV;38000;2.0L;Automatic;Diesel;12500.0;5.0;5.0;Alternator Failing;0;16;2018-08-16;1;1522.4763876268094;2.0;2018-08-16;11878.93822141553
44245;Fiat;Punto Evo;28_20;2018;5;White;2010.0;Hatchback;22218;1.4L;Manual;Petrol;3998.0;4.0;5.0;Gear Box Issue;0;16;2018-05-16;1;79.98;2.0;2018-05-16;3795.005838242808
16890;Ford;Fiesta;29_13;2018;6;Purple;2008.0;Hatchback;101000;1.25L;Manual;Petrol;1650.0;5.0;3.0;Transmission Issue;2;26;2018-06-26;1;71.55;3.0;2018-06-26;1568.742444334648
38045;Honda;FR-V;34_7;2018;2;Blue;2004.0;MPV;15270;2.0L;Automatic;Petrol;5995.0;6.0;0.0;Transmission Issue;2;4;2018-02-04;1;101.965;3.0;2018-02-04;5696.627687034895
14636;Fiat;500;28_2;2018;8;White;2009.0;Hatchback;95000;1.2L;Manual;Petrol;3495.0;4.0;3.0; Electrical Issue ;5;17;2018-08-17;1;63.495;3.0;2018-08-17;3315.5144754097955
37339;Citroen;DS3;21_1;2018;8;Blue;2011.0;Hatchback;61000;1.6L;Manual;Diesel;5195.0;4.0;3.0;Tyre Alignment;0;22;2018-08-22;2;20.5195;1.0;2018-08-22;4933.788697001195
47436;Ford;Edge;29_5;2018;4;Silver;2017.0;SUV;5000;2.0L;Automatic;Diesel;25695.0;5.0;5.0;Starter Motor Issue;0;6;2018-04-06;1;-316.95;3.0;2018-04-06;24411.349682731496
34406;Ford;EcoSport;29_4;2018;8;Red;2015.0;SUV;29162;1.0L;Manual;Petrol;8700.0;5.0;5.0;Steering Wheel Shaking;0;24;2018-08-24;1;28.700000000000003;1.0;2018-08-24;8260.36545851398
35822;Honda;CR-V;34_3;2018;8;Blue;2015.0;SUV;3445;1.6L;Automatic;Diesel;18395.0;5.0;5.0;Alternator Failing;0;12;2018-08-12;1;407.9;2.0;2018-08-12;17477.812280944276
12411;Ford;C-Max;29_2;2018;2;Black;2014.0;MPV;11000;2.0L;Manual;Diesel;10999.0;5.0;5.0;Steering Wheel Shaking;0;22;2018-02-22;1;30.999;1.0;2018-02-22;10452.06993073434
18086;Ford;Focus;29_14;2018;7;Silver;2003.0;Hatchback;127470;2.0L;Manual;Petrol;700.0;5.0;3.0;Tyre Alignment;0;6;2018-07-06;1;10.07;0.5;2018-07-06;670.4629861547659
45804;Ford;Grand C-Max;29_20;2018;5;Silver;2012.0;MPV;21010;2.0L;Automatic;Diesel;9330.0;7.0;5.0;  Alternator Failing  ;0;27;2018-05-27;1;226.6;2.0;2018-05-27;8856.819240369037
13775;Ford;Kuga;29_25;2018;8;Red;2014.0;SUV;90000;2.0L;Manual;Diesel;10590.0;5.0;5.0;Sensor Malfunction;0;28;2018-08-28;1;-589.5;3.0;2018-08-28;10060.86555794855
14431;Ford;Galaxy;29_19;2018;5;Black;2016.0;MPV;41137;2.0L;Automatic;Diesel;16995.0;7.0;5.0;Transmission Issue;3;17;2018-05-17;1;312.955;8.0;2018-05-19;16144.402028386336
1727;Fiat;Grande Punto;28_15;2018;7;Red;2009.0;Hatchback;45000;1.4L;Manual;Petrol;3995.0;5.0;5.0;Tyre Alignment;0;13;2018-07-13;1;10.3995;0.5;2018-07-13;3789.712329849198
45412;Ford;Kuga;29_25;2018;6;Blue;2010.0;SUV;55091;2.0L;Manual;Diesel;9384.0;5.0;5.0;Starter Motor Issue;0;20;2018-06-20;1;153.84;3.0;2018-06-20;8909.737462684176
34430;Honda;Jazz;34_11;2018;7;Orange;2017.0;Hatchback;2308;1.3L;Manual;Petrol;12995.0;5.0;5.0;Windscreen Crack;0;16;2018-07-16;1;27.797;1.0;2018-07-16;12351.381185183573
8758;Honda;Jazz;34_11;2018;4;White;2015.0;Hatchback;12895;1.4L;Automatic;Petrol;11499.0;5.0;5.0;Electrical Issue;5;1;2018-04-01;1;-71.499;3.0;2018-04-01;10924.369223218
10039;Fiat;500C;28_3;2018;4;Red;2009.0;Convertible;58000;1.4L;Manual;Petrol;4975.0;4.0;2.0;Transmission Issue;2;21;2018-04-21;1;94.825;3.0;2018-04-21;4730.756770007078
47585;Abarth;595;2_4;2018;8;Grey;2014.0;Hatchback;24800;1.4L;Manual;Petrol;10500.0;4.0;3.0;Windscreen Crack;0;12;2018-08-12;2;46.3;2.0;2018-08-12;9969.393429514164
32816;Citroen;Berlingo;18_2;2018;2;Silver;2013.0;Combi Van;-8774;1.6L;Manual;still_Diesel_but_you_found_an_easteregg;5634.0;5.0;6.0;Alternator Failing;0;7;2018-02-07;2;192.68;4.0;2018-02-08;5351.57937292497
28310;Ford;Mondeo;29_27;2018;8;Blue;2003.0;Hatchback;106000;2.0L;Manual;Diesel;800.0;5.0;5.0;Excessive Emissions;0;20;2018-08-20;1;20.72;1.0;2018-08-20;753.0454156973376
35901;Citroen;C3 Aircross;18_9;2018;5;White;2018.0;SUV;5;1.2L;Manual;Petrol;13998.0;5.0;5.0;Flat Tyres;0;14;2018-05-14;2;44.1994;2.0;2018-05-14;13304.34109723106
46267;Honda;HR-V;34_8;2018;5;Blue;2017.0;SUV;1001;1.5L;Automatic;Petrol;21740.0;5.0;5.0;     Sensor Malfunction     ;0;16;2018-05-16;1;-1147.0;3.0;2018-05-16;20648.28291595525
40689;Ford;Mondeo;29_27;2017;10;Gelb;2017.0;Hatchback;10474;2.0L;Manual;still_Diesel_but_you_found_an_easteregg;17495.0;5.0;5.0;Brake Pads Worn;0;10;2017-10-10;1;48.7475;2.0;2017-10-10;16616.72963335178
10833;Chevrolet;Aveo;16_2;2018;2;Yellow;2009.0;Hatchback;53500;1.4L;Manual;Petrol;2295.0;5.0;5.0;Sensor Malfunction;0;23;2018-02-23;1;-174.75;3.0;2018-02-23;2188.6572414900497
2658;Ford;Focus;29_14;2018;6;Brown;2014.0;Hatchback;59534;1.6L;Manual;Diesel;7250.0;5.0;5.0;Flat Tyres;0;3;2018-06-03;1;22.175;1.0;2018-06-03;6886.0521090418415
10815;Honda;CR-V;34_3;2018;8;Grey;2010.0;Estate;110000;2.0L;Automatic;Petrol;7450.0;5.0;5.0;Sensor Malfunction;0;20;2018-08-20;1;432.5;3.0;2018-08-20;7072.321999901366
27295;Fiat;500;28_2;2018;8;White;2008.0;Hatchback;79000;1.3L;Manual;Diesel;2995.0;4.0;3.0;Electrical Issue;3;23;2018-08-23;1;34.975;1.0;2018-08-23;2845.951121929138
19980;Fiat;500;28_2;2018;6;Gelb;2017.0;Hatchback;321;1.2L;Manual;Petrol;7994.0;4.0;3.0;Starter Motor Issue;0;2;2018-06-02;1;139.94;3.0;2018-06-02;7593.592938028211
13446;Citroen;Berlingo;18_2;2018;2;Grey;2013.0;MPV;14000;1.6L;Automatic;Diesel;8500.0;5.0;5.0;Radiator Leaking;0;27;2018-02-27;2;250.0;4.0;2018-02-28;8075.2622142207665
21446;Ford;Kuga;29_25;2018;4;Blue;2014.0;SUV;40394;2.0L;Manual;Diesel;15000.0;5.0;5.0;Starter Motor Issue;0;23;2018-04-23;1;210.0;3.0;2018-04-23;14244.057271714468
41102;Ford;B-Max;29_1;2018;4;Gelb;2012.0;MPV;26359;1.4L;Manual;Petrol;6498.0;5.0;5.0;   Engine Issue   ;1;1;2018-04-01;1;1459.6;8.0;2018-04-03;6173.846158352829
36509;Citroen;C5;18_15;2018;4;Grey;2007.0;Hatchback;120319;1.6L;Manual;Diesel;750.0;5.0;5.0;Electrical Issue;2;10;2018-04-10;2;21.5;1.0;2018-04-10;709.1274853837177
43370;Dacia;Sandero Stepway;22_4;2018;4;Gelb;2015.0;Hatchback;45100;0.9L;Manual;Petrol;6995.0;5.0;5.0;Electrical Issue;2;18;2018-04-18;1;23.99;0.5;2018-04-18;6648.689867486308
9954;Honda;Insight;34_9;2018;7;Silver;2010.0;Hatchback;60000;1.3L;Automatic;Hybrid  Petrol/Electric;4995.0;5.0;5.0;Starter Motor Issue;0;25;2018-07-25;1;109.95;3.0;2018-07-25;4746.720910771466
38437;Ford;Mondeo;29_27;2018;8;Silver;2007.0;Hatchback;104414;2.0L;Manual;Diesel;3295.0;5.0;5.0;Tyre Alignment;0;6;2018-08-06;1;10.3295;0.5;2018-08-06;3129.2766410838344
31731;Ford;Focus;29_14;2021;4;Red;2019.0;Hatchback;17869;1.0L;Manual;Petrol;14840.0;5.0;5.0;Warning Light;0;20;2021-04-20;1;1202.6729600758356;1168.1103104311744;2021-05-12;14086.818177857776
25237;Ford;Fiesta;29_13;2018;8;Gelb;2018.0;Hatchback;833;1.0L;Automatic;Petrol;16000.0;5.0;5.0;Gear Box Issue;0;8;2018-08-08;1;200.0;2.0;2018-08-08;15205.023097490715
41368;Citroen;C2;18_7;2018;3;Black;2006.0;Hatchback;52708;1.1L;Manual;Petrol;1775.0;4.0;3.0;Radiator Leaking;0;9;2018-03-09;2;115.5;4.0;2018-03-10;1690.8659834503858
17586;Ford;S-Max;29_31;2018;7;Blue;2016.0;MPV;28000;2.0L;Manual;Diesel;17190.0;7.0;5.0;Windscreen Crack;0;28;2018-07-28;1;30.314;1.0;2018-07-28;16330.261399126604
47520;Ford;Focus;29_14;2018;5;Gelb;2004.0;Hatchback;96000;1.8L;Manual;Petrol;495.0;5.0;5.0;Gear Box Issue;0;18;2018-05-18;1;44.95;2.0;2018-05-18;462.0014787734441
28725;Ford;Galaxy;29_19;2018;8;Silver;2005.0;MPV;115000;2.3L;Manual;Petrol;1500.0;7.0;5.0;Warning Light;0;24;2018-08-24;1;195.0;9.0;2018-08-26;1428.515201447034
36939;Honda;CR-V;34_3;2018;2;Grey;2005.0;SUV;104000;2.0L;Manual;Petrol;2495.0;5.0;5.0;Radiator Leaking;0;26;2018-02-26;1;89.9;2.0;2018-02-26;2373.5431336907586
4610;Ford;Kuga;29_25;2018;8;Blue;2009.0;SUV;79000;2.0L;Manual;Diesel;6490.0;5.0;5.0;Gear Box Issue;0;16;2018-08-16;1;104.9;2.0;2018-08-16;6168.749739604982
16186;Ford;Mondeo;29_27;2018;2;Gelb;2017.0;Saloon;5497;2.0L;Automatic;Diesel;22998.0;5.0;4.0;Brake Pads Worn;0;17;2018-02-17;1;51.499;2.0;2018-02-17;21848.25917168368
17270;Ford;Ka;29_23;2018;4;Black;2015.0;Hatchback;48150;1.2L;Manual;Petrol;5799.0;4.0;3.0; Flat Tyres ;0;6;2018-04-06;1;21.7397;1.0;2018-04-06;5516.510646399091
616;Fiat;500;28_2;2018;8;Purple;2010.0;Hatchback;62977;1.2L;Manual;Petrol;4495.0;4.0;3.0;Gear Box Issue;0;12;2018-08-12;1;84.95;2.0;2018-08-12;4269.923531835383
19004;Ford;Mondeo;29_27;2018;5;Black;2008.0;Estate;118000;2.0L;Manual;Diesel;2800.0;5.0;5.0;Excessive Emissions;0;21;2018-05-21;1;22.52;1.0;2018-05-21;2651.399160992142
162;Ford;Ranger;29_30;2021;5;Orange;2019.0;Pickup;19000;2.0L;Automatic;Diesel;33000.0;5.0;4.0;Gear Box Issue;0;7;2021-05-07;1;370.0;2.0;2021-05-07;31353.679006654653
28346;Honda;CR-V;34_3;2018;7;Gold;2016.0;SUV;17558;1.6L;Automatic;Diesel;21000.0;5.0;5.0;Excessive Emissions;0;25;2018-07-25;1;-38.9;1.0;2018-07-25;19946.475739988244
50184;Fiat;500;28_2;2018;6;Blue;2012.0;Hatchback;40200;1.2L;Manual;Petrol;5489.0;4.0;3.0;  Radiator Leaking  ;0;9;2018-06-09;1;149.78;2.0;2018-06-09;5209.719953824922
3638;Ford;C-Max;29_2;2018;5;Black;2015.0;MPV;24269;2.0L;Automatic;Diesel;9799.0;5.0;5.0;Tyre Alignment;0;17;2018-05-17;1;10.9799;0.5;2018-05-17;9309.442283221784
18487;Honda;Civic;34_2;2018;5;Black;2002.0;Coupe;220000;1.7L;Manual;Petrol;500.0;11.0;2.0;Flat Tyres;0;6;2018-05-06;1;20.15;1.0;2018-05-06;464.8344682670352
36060;Fiat;Grande Punto;28_15;2018;2;Grey;2007.0;Hatchback;34000;1.4L;Manual;Petrol;2990.0;4.0;5.0;Brake Pads Worn;0;12;2018-02-12;1;41.495;2.0;2018-02-12;2839.888242245867
28024;Ford;Galaxy;29_19;2018;7;Brown;2013.0;MPV;112286;2.0L;Manual;Diesel;9795.0;7.0;5.0;Tyre Alignment;0;24;2018-07-24;1;10.9795;0.5;2018-07-24;9305.85053519081
50738;Ford;Fiesta;29_13;2018;7;Grey;2006.0;Hatchback;72000;1.6L;Manual;Petrol;2490.0;5.0;3.0;Tyre Alignment;0;23;2018-07-23;1;-10.249;0.5;2018-07-23;2359.979947635275
22479;Citroen;C3 Picasso;18_10;2018;8;Silver;2009.0;MPV;38563;1.6L;Manual;still_Diesel_but_you_found_an_easteregg;4350.0;5.0;5.0;Sensor Malfunction;0;20;2018-08-20;2;337.5;6.0;2018-08-21;4130.788492500626
22789;Ford;Fusion;29_18;2018;5;Grey;2012.0;Hatchback;27174;1.6L;Manual;Petrol;5495.0;5.0;5.0;    Radiator Leaking    ;0;6;2018-05-06;1;149.9;2.0;2018-05-06;5215.218446400016
30939;Ford;Fiesta;29_13;2018;8;Red;2010.0;Hatchback;89397;1.4L;Manual;still_Diesel_but_you_found_an_easteregg;3950.0;5.0;5.0;Electrical Issue;3;1;2018-08-01;1;39.75;1.0;2018-08-01;3750.619961620476
